artist_names,artists_id,danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,explicit,duration_ms,popularity,year,release_date,song_title (censored)
['Technotronic'],[25899],0.824,0.835,0.72,123.944,-11.227,1,7,0.00245,0.131,0.0881,0.0902,0,326987,40,1989,1989,This Beat Is Technotronic
['Technotronic'],[25899],0.885,0.844,0.715,124.602,-9.225,0,10,0.0147,4.49E-06,0.0494,0.0733,0,320307,62,1989,1989,Pump Up The Jam
['Technotronic'],[25899],0.79,0.727,0.67,123.958,-11.84,0,6,0.00418,0.000162,0.0628,0.105,0,337093,56,1989,1989,Get Up (Before The ***** Is Over)
['Technotronic'],[25899],0.796,0.867,0.971,120.682,-9.543,1,10,0.0303,2.82E-06,0.134,0.0309,0,319373,43,1989,1989,Move This
"[""Stereo MC's""]",[23202],0.845,0.591,0.765,115.139,-14.87,1,9,0.137,0.65,0.129,0.0627,0,196827,37,1990,1/1/1990,Elevate My Mind
['Black Box'],[90124],0.713,0.664,0.49,98.102,-9.095,0,7,0.00692,0.00184,0.163,0.046,0,312987,50,1990,4/9/1990,Fantasy
['Black Box'],[90124],0.706,0.88,0.947,120.126,-7.063,1,0,0.0787,0.00795,0.0501,0.0576,0,273059,41,1990,4/9/1990,I Don't Know Anybody Else
['Black Box'],[90124],0.712,0.785,0.975,117.643,-6.418,0,5,0.00363,6.95E-06,0.0878,0.0386,0,247002,55,1990,4/9/1990,Everybody Everybody
['Black Box'],[90124],0.875,0.862,0.915,118.398,-7.694,0,6,0.0116,0.000281,0.0658,0.062,0,298691,54,1990,4/9/1990,Strike It Up
['Black Box'],[90124],0.654,0.814,0.837,118.774,-7.519,0,9,0.00638,0.477,0.073,0.0326,0,272147,63,1990,4/9/1990,Ride on Time
['Black Box'],[90124],0.711,0.72,0.966,117.549,-7.942,0,5,0.00156,2.86E-05,0.0585,0.0401,0,320374,40,1990,4/30/1990,Everybody Everybody - Le Freak Mix
['Cybotron'],[146551],0.802,0.642,0.323,125.276,-12.996,0,11,0.000235,0.832,0.46,0.0627,0,294533,42,1990,1/1/1990,Clear
['Enigma'],[150048],0.204,0.236,0.101,108.852,-27.946,1,0,0.908,0.905,0.108,0.053,0,101067,40,1990,1990,The Voice & The Snake
['Enigma'],[150048],0.611,0.429,0.469,95.008,-15.362,1,7,0.128,0.468,0.031,0.0365,0,703133,56,1990,1990,Principles Of ****: Sadeness / Find Love / Sadeness (Reprise)
['Enigma'],[150048],0.556,0.762,0.332,109.995,-14.145,0,11,0.0225,0.61,0.362,0.0478,0,301333,53,1990,1990,Mea Culpa
['Enigma'],[150048],0.671,0.299,0.511,96.997,-15.59,1,0,0.317,0.00101,0.064,0.0228,0,269373,49,1990,1990,****** Went Away
['Enigma'],[150048],0.192,0.0534,0.0345,108.603,-29.643,0,4,0.922,0.0539,0.367,0.0378,0,141456,47,1990,1990,The Voice Of ******
['Enigma'],[150048],0.339,0.356,0.207,84.811,-17.53,0,5,0.0217,0.755,0.372,0.041,0,636267,46,1990,1990,Back To The Rivers Of Belief: Way To Eternity / Hallelujah / The Rivers Of Belief
['Enigma'],[150048],0.611,0.563,0.359,103.002,-15.336,1,2,0.0062,0.746,0.566,0.0425,0,262667,46,1990,1990,Knocking On Forbidden Doors
['Orbital'],[481354],0.726,0.919,0.332,120.952,-13.836,1,8,0.000143,0.709,0.0795,0.045,0,194760,49,1990,1/1/1990,Chime - Edit
['The Shamen'],[496370],0.64,0.983,0.823,121.41,-9.415,0,4,0.00716,6.97E-05,0.072,0.0553,0,206400,31,1990,1990,Move Any Mountain
['Frankie Knuckles'],[793821],0.71,0.616,0.398,120.385,-16.306,1,0,0.0344,0.225,0.0936,0.116,0,417707,49,1991,1/1/1991,The Whistle Song
['Massive Attack'],[378288],0.849,0.509,0.335,98.345,-10.47,1,7,0.00135,0.135,0.118,0.119,0,254520,45,1991,6/10/1991,Daydreaming - **** Mix/Master
['Massive Attack'],[378288],0.817,0.433,0.686,138.413,-10.065,1,9,0.0144,0.000888,0.0469,0.123,0,288373,44,1991,6/10/1991,One Love - **** Mix/Master
['Massive Attack'],[378288],0.629,0.697,0.844,162.266,-11.293,1,6,0.00949,0.235,0.118,0.0765,0,364347,43,1991,6/10/1991,Five Man Army - **** Mix/Master
['Massive Attack'],[378288],0.619,0.515,0.0715,192.72,-12.188,0,5,0.0527,0.000858,0.105,0.181,1,381954,43,1991,6/10/1991,Hymn Of The Big Wheel - **** Mix/Master
['Massive Attack'],[378288],0.807,0.377,0.63,87.224,-11.256,1,1,0.0143,0.0828,0.111,0.0585,0,266467,42,1991,6/10/1991,Lately - **** Mix/Master
['Massive Attack'],[378288],0.592,0.835,0.703,114.436,-8.475,1,7,0.0393,0.209,0.665,0.032,0,308427,63,1991,6/10/1991,********** Sympathy - **** Mix/Master
['Massive Attack'],[378288],0.821,0.528,0.345,92.128,-11.749,0,4,0.117,0.0702,0.0816,0.0463,0,249413,56,1991,6/10/1991,Be Thankful For What You've Got - **** Mix/Master
['Massive Attack'],[378288],0.677,0.83,0.842,82.274,-6.604,0,6,0.0438,0.312,0.0766,0.0469,0,319000,55,1991,6/10/1991,Safe From Harm - **** Mix/Master
['Massive Attack'],[378288],0.855,0.496,0.947,95.494,-10.572,1,5,0.0778,0.451,0.12,0.0824,0,261827,49,1991,6/10/1991,**** Lines - **** Mix/Master
['Moby'],[477116],0.669,0.848,0.515,125.881,-9.412,0,4,5.23E-05,0.931,0.0943,0.05,0,218000,57,1991,3/13/1991,Go (Radio Edit)
['Nightmares on Wax'],[869417],0.494,0.357,0.292,95.031,-17.063,1,1,0.137,0.667,0.131,0.0343,0,205160,38,1991,9/16/1991,****** Interlude
['Orbital'],[481354],0.523,0.706,0.345,119.693,-9.837,1,0,0.000796,0.313,0.112,0.0465,0,490680,51,1991,1/1/1991,Belfast
['The Future Sound of London'],[799348],0.352,0.575,0.431,124.864,-14.853,1,8,0.00181,0.687,0.143,0.0445,0,405293,46,1991,1991,Papua New Guinea
['The Orb'],[891575],0.66,0.541,0.547,104.99,-18.466,0,6,0.01,0.261,0.129,0.0405,0,267667,36,1991,4/2/1991,Little Fluffy Clouds
"[""Stereo MC's""]",[23202],0.712,0.787,0.864,117.839,-13.26,1,9,0.0149,0.0274,0.0788,0.0475,0,301440,33,1992,1/1/1992,Step It Up
"[""Stereo MC's""]",[23202],0.647,0.798,0.706,100.631,-12.144,0,1,0.0498,0.00221,0.0722,0.0365,0,314133,52,1992,1/1/1992,Connected
['Aphex Twin'],[493848],0.723,0.574,0.558,102.981,-13.05,1,11,0.398,0.942,0.135,0.0644,0,463520,43,1992,2/10/1992,We Are the Music Makers
['Aphex Twin'],[493848],0.765,0.726,0.314,117.268,-11.121,0,1,0.000199,0.935,0.108,0.0459,0,434307,41,1992,2/10/1992,Ptolemy
['Aphex Twin'],[493848],0.594,0.865,0.344,117.34,-10.206,1,7,0.0502,0.417,0.367,0.068,0,365160,41,1992,2/10/1992,Green Calx
['Aphex Twin'],[493848],0.716,0.31,0.436,125.691,-14.466,0,10,0.876,0.935,0.131,0.0469,0,455000,39,1992,2/10/1992,Actium
['Aphex Twin'],[493848],0.62,0.656,0.0704,134.958,-14.831,1,11,0.805,0.964,0.0775,0.0348,0,308720,40,1992,2/10/1992,Schottkey 7th Path
['Aphex Twin'],[493848],0.654,0.371,0.71,118.61,-15.098,0,10,0.0204,0.923,0.101,0.0907,0,329267,38,1992,2/10/1992,Delphium
['Aphex Twin'],[493848],0.461,0.999,0.0188,124.915,-12.8,0,5,0.636,0.961,0.0825,0.24,0,363920,38,1992,2/10/1992,Hedphelym
['Aphex Twin'],[493848],0.51,0.505,0.318,114.532,-13.053,0,9,0.342,0.96,0.117,0.0344,0,293752,55,1992,2/10/1992,Xtal
['Aphex Twin'],[493848],0.645,0.393,0.441,101.757,-17.543,0,6,0.00903,0.89,0.364,0.043,0,323187,53,1992,2/10/1992,Ageispolis
['Aphex Twin'],[493848],0.765,0.486,0.303,119.319,-14.671,1,1,0.42,0.876,0.332,0.0724,0,228053,47,1992,2/10/1992,Pulsewidth
['Aphex Twin'],[493848],0.183,0.0896,0.0326,76.923,-27.54,1,2,0.989,0.899,0.107,0.0486,0,77347,47,1992,2/10/1992,I
['Aphex Twin'],[493848],0.599,0.406,0.326,134.762,-19.881,0,4,0.822,0.933,0.112,0.0368,0,547133,47,1992,2/10/1992,Tha
['Aphex Twin'],[493848],0.345,0.612,0.126,130.743,-14.163,0,0,0.455,0.956,0.0854,0.0416,0,293800,45,1992,2/10/1992,Heliosphan
['The Future Sound of London'],[799348],0.226,0.403,0.294,163.959,-16.024,0,5,0.0368,0.205,0.201,0.0445,0,265200,38,1992,1992,Papua New Guinea - Dumb Child Of Q Mix
['The KLF'],[74853],0.617,0.872,0.504,111.458,-12.305,1,8,0.0158,0.112,0.408,0.048,0,216271,37,1992,8/3/1992,Justified & Ancient - Stand by the Jams
['The Prodigy'],[492162],0.639,0.872,0.608,147.096,-10.968,1,9,0.00147,0.315,0.106,0.0555,0,298227,48,1992,9/21/1992,Out Of *****
['Tool'],[1340026],0.289,0.729,0.0499,163.113,-9.929,1,7,0.000499,0.395,0.128,0.116,0,510587,53,1992,3/10/1992,****
['Tool'],[1340026],0.339,0.861,0.31,152.394,-7.599,1,9,0.000302,0.789,0.096,0.0543,0,227173,51,1992,3/10/1992,Sweat
['Tool'],[1340026],0.456,0.921,0.565,166.645,-6.466,1,9,6.27E-05,0.651,0.0649,0.0671,1,168293,50,1992,3/10/1992,Hush
['Tool'],[1340026],0.483,0.88,0.263,170.061,-6.914,1,5,0.000245,0.318,0.149,0.0968,0,197733,49,1992,3/10/1992,Part Of Me
['Tool'],[1340026],0.226,0.982,0.236,168.063,-5.193,1,2,0.00203,0.757,0.222,0.206,1,265000,45,1992,3/10/1992,**** - Live
['Tool'],[1340026],0.263,0.965,0.138,180.63,-5.565,1,2,0.000409,0.174,0.585,0.133,0,249200,44,1992,3/10/1992,Cold And **** - Live
['Utah Saints'],[304102],0.53,0.95,0.507,126.86,-10.553,1,6,0.000517,0.821,0.13,0.0423,0,355880,51,1992,1/1/1992,********* Good
['Vangelis'],[840000],0.195,0.139,0.035,58.638,-20.849,0,2,0.476,0.706,0.0671,0.0381,0,218960,45,1992,9/22/1992,Monastery of La Rabida
['Vangelis'],[840000],0.43,0.295,0.159,74.014,-14.255,1,2,0.698,0.569,0.226,0.0283,0,278200,61,1992,9/22/1992,Conquest of Paradise
['Yello'],[683795],0.871,0.647,0.273,119.585,-14.025,0,11,0.185,0.15,0.105,0.1,0,200151,49,1992,1/1/1992,The Race
['Aphex Twin'],[493848],0.596,0.95,0.434,134.982,-12.759,1,6,0.0336,0.858,0.138,0.0462,0,432893,39,1993,11/15/1993,On
['Autechre'],[759998],0.751,0.61,0.0375,125.237,-14.946,1,5,0.0139,0.913,0.089,0.043,0,480133,43,1993,11/29/1993,Bike
['Enigma'],[150048],0.154,0.115,0.0707,70.195,-25.371,0,1,0.202,0.931,0.0788,0.0361,0,135293,38,1993,1/1/1993,Second Chapter
['Enigma'],[150048],0.476,0.584,0.417,88.026,-12.357,1,10,0.119,0,0.274,0.038,0,255467,63,1993,1/1/1993,Return To Innocence
['Enigma'],[150048],0.503,0.691,0.302,94.917,-13,0,6,0.0247,0.348,0.113,0.0461,0,434507,49,1993,1/1/1993,The Eyes Of Truth
['Enigma'],[150048],0.562,0.813,0.236,115.996,-11.235,1,8,0.0594,0.771,0.145,0.0533,0,532560,48,1993,1/1/1993,I Love You... I'll **** You
['Enigma'],[150048],0.523,0.659,0.226,92.991,-12.884,0,4,0.0246,0.39,0.333,0.0447,0,321493,46,1993,1/1/1993,Age Of Loneliness (Carly's Song)
['Enigma'],[150048],0.38,0.126,0.0353,104.917,-22.635,1,4,0.862,0.565,0.38,0.0331,0,167369,46,1993,1/1/1993,The Dream Of The Dolphin
['Enigma'],[150048],0.531,0.682,0.372,170.018,-14.591,0,3,0.1,0.000528,0.453,0.064,0,369773,44,1993,1/1/1993,Silent Warrior
['Junior Vasquez'],[253232],0.776,0.719,0.596,121.987,-7.814,1,7,0.0054,0.928,0.312,0.101,0,657427,33,1993,1993,Dream ***** - All Over Sound Factory Mix
['Kruder & Dorfmeister'],[107227],0.711,0.298,0.217,172.453,-21.713,1,1,0.386,0.624,0.173,0.0872,0,367493,38,1993,9/12/1993,Original Bedroom Rockers
['Kruder & Dorfmeister'],[107227],0.714,0.374,0.444,87.936,-16.312,1,5,0.249,0.848,0.118,0.0513,0,381240,39,1993,9/12/1993,"**** ****, Pt. * & *"
['Kruder & Dorfmeister'],[107227],0.783,0.411,0.85,100.897,-19.591,0,8,0.0973,0.697,0.0599,0.087,0,386267,47,1993,9/12/1993,High Noon
['Mother Earth'],[600386],0.311,0.582,0.578,184.679,-10.894,0,7,0.126,0.00542,0.12,0.0651,0,265760,39,1993,1/1/1993,Apple Green
['Orbital'],[481354],0.577,0.729,0.177,126.988,-14.376,0,11,0.0953,0.928,0.184,0.0319,0,567107,56,1993,1/1/1993,Halcyon and On and On
['Seefeel'],[621959],0.707,0.48,0.217,107.002,-14.098,0,11,0.0112,0.901,0.186,0.0726,0,457000,36,1993,6/28/1993,Time To Find Me (AFX Fast Mix)
['Seefeel'],[621959],0.284,0.489,0.25,104.624,-14.848,1,6,0.00164,0.817,0.116,0.0352,0,447400,34,1993,1993,Charlotte鈥檚 Mouth
['Timmy Regisford'],[1536402],0.812,0.7,0.735,105.577,-9.113,1,1,0.00808,0.00204,0.0482,0.0658,0,261800,31,1993,1/15/1993,Him Or Me - Edit
['Tool'],[1340026],0.385,0.673,0.187,149.272,-8.182,1,2,0.000183,0.15,0.0699,0.0329,1,306853,67,1993,4/6/1993,Sober
['Tool'],[1340026],0.49,0.78,0.388,108.138,-8.535,0,11,0.000288,0.0197,0.108,0.131,0,296320,59,1993,4/6/1993,Prison ****
['Tool'],[1340026],0.359,0.797,0.473,171.526,-6.623,1,2,8.04E-05,0.805,0.278,0.0537,0,322017,53,1993,4/6/1993,Undertow
['Tool'],[1340026],0.639,0.681,0.371,129.098,-6.735,1,2,0.000698,0.198,0.119,0.0334,1,331853,53,1993,4/6/1993,Swamp Song
['Tool'],[1340026],0.373,0.698,0.278,139.431,-7.278,1,2,5.65E-05,0.891,0.126,0.0348,0,433813,53,1993,4/6/1993,Bottom
['Tool'],[1340026],0.427,0.714,0.239,113.603,-7.967,1,9,0.000376,0.664,0.187,0.052,0,362890,53,1993,4/6/1993,4掳
['Tool'],[1340026],0.412,0.942,0.211,101.892,-7.566,1,7,1.33E-05,0.286,0.159,0.0708,0,294027,53,1993,4/6/1993,Intolerance
['Tool'],[1340026],0.346,0.793,0.653,155.946,-7.99,1,11,1.72E-05,0.438,0.393,0.0412,1,330427,51,1993,4/6/1993,Crawl Away
['Tool'],[1340026],0.421,0.691,0.119,142.9,-7.982,1,2,0.000166,0.604,0.0284,0.0558,0,467853,46,1993,4/6/1993,Flood
['Tool'],[1340026],0.341,0.27,0.0353,80.245,-18.953,1,5,0.216,0.161,0.0766,0.379,0,947002,43,1993,4/6/1993,Disgustipated
['William Orbit'],[584257],0.598,0.532,0.0787,101.598,-19.601,0,1,0.0172,0.933,0.0588,0.0391,0,424760,29,1993,1/1/1993,Water From A Vine Leaf
['Aphex Twin'],[493848],0.619,0.0327,0.0785,102.884,-20.273,0,10,0.995,0.712,0.0865,0.0371,0,447800,42,1994,3/7/1994,**
['Aphex Twin'],[493848],0.497,0.127,0.0402,134.902,-29.508,0,5,0.993,0.859,0.147,0.051,0,440333,38,1994,3/7/1994,***
['Aphex Twin'],[493848],0.278,0.0333,0.0477,72.045,-28.188,0,1,0.994,0.981,0.0928,0.0341,0,531427,36,1994,3/7/1994,#7
['Aphex Twin'],[493848],0.352,0.0562,0.15,80.156,-21.075,1,11,0.994,0.894,0.0872,0.059,0,394240,36,1994,3/7/1994,**
['Aphex Twin'],[493848],0.167,0.071,0.0613,143.315,-27.108,0,6,0.911,0.855,0.107,0.041,0,464293,58,1994,3/7/1994,#3
['Aphex Twin'],[493848],0.142,0.042,0.0427,141.164,-26.441,0,9,0.971,0.913,0.052,0.0432,0,255333,45,1994,3/7/1994,***
['Autechre'],[759998],0.673,0.611,0.945,140.051,-12.634,1,1,0.546,0.898,0.102,0.0328,0,381107,41,1994,11/7/1994,Slip
['Junior Vasquez'],[253232],0.744,0.87,0.693,122.985,-6.834,0,11,0.0367,0.0486,0.115,0.0483,0,688027,33,1994,1994,Struck By Luv (feat. Alvaughn ******** - Junior Vasquez Sound Factory Remix
['Junior Vasquez'],[253232],0.836,0.906,0.52,121.987,-6.595,0,11,0.0217,0.708,0.164,0.0471,0,575853,38,1994,1994,Intoxication (feat. Edwige) - Junior Vasquez Translucent Remix
['Larry Heard'],[782191],0.756,0.468,0.325,99.007,-11.698,0,4,0.00945,0.904,0.142,0.0455,0,464067,38,1994,3/1/1994,Summertime Breeze
['M People'],[177454],0.829,0.593,0.898,99.885,-10.187,0,5,0.0508,0.00608,0.0713,0.0768,0,327907,34,1994,6/28/1994,Don't Look Any Further
['Massive Attack'],[378288],0.427,0.404,0.0803,217.927,-18.492,0,10,0.655,0.349,0.0863,0.0618,0,229067,49,1994,9/26/1994,*****
['Massive Attack'],[378288],0.56,0.276,0.245,83.179,-17.552,0,9,0.396,0.863,0.105,0.0404,0,299960,44,1994,9/26/1994,Weather Storm
['Massive Attack'],[378288],0.588,0.182,0.523,122.574,-16.192,0,9,0.337,0.294,0.0741,0.0567,0,253933,45,1994,9/26/1994,Better Things
['Massive Attack'],[378288],0.609,0.305,0.326,90.042,-15.148,0,11,0.0264,0.623,0.366,0.0278,0,324640,44,1994,9/26/1994,Sly
['Massive Attack'],[378288],0.801,0.536,0.667,141.068,-14.334,1,11,0.00545,0.183,0.204,0.224,0,316440,55,1994,9/26/1994,Karmacoma
['The Prodigy'],[492162],0.64,0.992,0.17,144.994,-6.974,0,5,0.00567,0.802,0.164,0.0523,0,377827,57,1994,1994,No Good (Start the Dance) [Remastered]
['The Prodigy'],[492162],0.667,0.998,0.32,149.012,-5.892,0,6,0.00144,0.423,0.301,0.065,0,387067,55,1994,1994,Voodoo People (Remastered)
['Underworld'],[807949],0.649,0.9,0.22,126.983,-10.781,1,7,0.0105,0.926,0.0911,0.0369,0,509304,49,1994,1/24/1994,**** - Remastered
['Vangelis'],[840000],0.599,0.0486,0.369,91.211,-22.945,1,11,0.987,0.332,0.13,0.036,0,239707,46,1994,6/6/1994,"One More Kiss, Dear"
['Vangelis'],[840000],0.207,0.304,0.0843,97.123,-19.516,1,2,0.42,0.364,0.352,0.033,0,346693,44,1994,6/6/1994,Blush Response
['Vangelis'],[840000],0.471,0.363,0.172,157.834,-18.672,0,11,0.538,0.784,0.108,0.0359,0,327533,43,1994,6/6/1994,Wait for Me
['Vangelis'],[840000],0.104,0.133,0.0298,78.783,-20.224,1,5,0.077,6.36E-05,0.293,0.0404,0,286507,42,1994,6/6/1994,Tales of the Future
['Vangelis'],[840000],0.171,0.0369,0.0272,121.354,-28.546,0,2,0.308,0.399,0.173,0.0455,0,152827,41,1994,6/6/1994,Damask Rose
['Vangelis'],[840000],0.182,0.0784,0.0817,106.712,-26.043,1,2,0.478,0.00263,0.137,0.0389,0,534400,53,1994,6/6/1994,Blade Runner *****
['Vangelis'],[840000],0.188,0.12,0.0379,110.244,-20.95,1,1,0.572,0.42,0.0933,0.0366,0,295693,55,1994,6/6/1994,Love Theme
['Vangelis'],[840000],0.377,0.238,0.0722,58.722,-19.388,0,2,0.712,0.922,0.117,0.0305,0,288000,54,1994,6/6/1994,Rachel's Song
['Vangelis'],[840000],0.441,0.655,0.149,113.108,-15.734,0,5,0.00237,0.96,0.24,0.0363,0,279373,52,1994,6/6/1994,Blade Runner - End ******
['Vangelis'],[840000],0.247,0.0392,0.0887,169.606,-28.219,1,2,0.919,0.573,0.343,0.0374,0,305027,49,1994,6/6/1994,Memories of Green
['Vangelis'],[840000],0.215,0.22,0.033,117.476,-19.356,1,4,0.0016,0.262,0.442,0.0456,0,222373,50,1994,6/6/1994,Main ******
['Vangelis'],[840000],0.21,0.155,0.0379,96.349,-25.255,1,0,0.0767,0.762,0.352,0.0349,0,180933,49,1994,6/6/1994,Tears in Rain
['Aphex Twin'],[493848],0.224,0.803,0.551,72.287,-10.739,1,1,0.63,0.935,0.0926,0.0553,0,286507,43,1995,1995,Polynomial-C
['Aphex Twin'],[493848],0.708,0.938,0.785,80.928,-9.969,1,3,0.0213,0.902,0.0693,0.0579,0,459280,38,1995,4/24/1995,Acrid Avid Jam Shred
['Aphex Twin'],[493848],0.523,0.973,0.577,146.083,-8.9,0,10,0.739,0.857,0.111,0.0513,0,431467,41,1995,1995,Digeridoo
['Aphex Twin'],[493848],0.792,0.599,0.57,93.994,-13.647,1,3,0.316,0.931,0.111,0.141,0,310747,57,1995,4/24/1995,Alberto Balsalm
['Daft Punk'],[667669],0.83,0.884,0.735,124.304,-8.338,0,6,0.195,0.235,0.105,0.246,0,228293,46,1995,1995,Burnin' - Edit Version [Edit Version]
['Daft Punk'],[667669],0.821,0.885,0.832,117.206,-6.996,1,11,0.00164,0.848,0.0851,0.0811,0,413600,49,1995,1995,Musique
['Fila Brazillia'],[147481],0.467,0.173,0.542,99.993,-21.835,1,1,0.228,0.672,0.0723,0.0374,0,566147,41,1995,1995,A Zed And Two L's
['MK'],[812101],0.802,0.539,0.767,122.027,-13.299,0,11,0.00178,0.0577,0.0474,0.0555,0,400267,44,1995,1995,Push The Feeling On - The Dub Of Doom
['MK'],[812101],0.793,0.5,0.833,123.017,-13.108,0,6,0.028,1.96E-05,0.186,0.0319,0,243160,72,1995,1995,Push The Feeling On - Mk Dub Revisited Edit
['Moby'],[477116],0.37,0.389,0.0905,101.009,-10.341,1,2,0.578,0.956,0.165,0.0289,0,345627,34,1995,1995,**** Moving over the Face of the Waters
['Moby'],[477116],0.0714,0.207,0.0393,77.434,-14.578,1,0,0.292,6.92E-05,0.0889,0.037,0,255333,39,1995,1995,When It's Cold I'd Like to Die
['Nightmares on Wax'],[869417],0.804,0.429,0.963,156.777,-14.992,0,11,0.00477,0.952,0.0974,0.111,0,419427,40,1995,9/25/1995,Stars
['Nightmares on Wax'],[869417],0.882,0.481,0.965,125.953,-13.103,0,9,0.00124,0.82,0.102,0.083,0,170160,44,1995,9/25/1995,Mission Venice
['Nightmares on Wax'],[869417],0.685,0.741,0.27,94.499,-12.407,1,7,0.101,0.859,0.111,0.0473,0,280267,48,1995,9/25/1995,****** Introlude
['The Bucketheads'],[524634],0.781,0.881,0.868,125.935,-3.804,0,9,0.0119,0.389,0.0797,0.0423,0,203827,41,1995,1995,The Bomb! (These Sound Fall into My Mind) - Radio Edit
['The Chemical Brothers'],[67631],0.626,0.848,0.611,108.012,-8.691,1,2,0.0123,0.798,0.695,0.0431,0,332788,47,1995,1/1/1995,Leave Home
['The Chemical Brothers'],[67631],0.62,0.558,0.539,171.827,-11.422,1,7,0.171,0.916,0.157,0.0407,0,253160,42,1995,1/1/1995,One Too Many Mornings
['Tricky'],[25462],0.73,0.436,0.501,80.84,-14.19,0,10,0.0363,0.296,0.138,0.0637,0,458667,46,1995,1/1/1995,Aftermath
['Tricky'],[25462],0.574,0.539,0.507,119.94,-12.273,1,0,0.336,0.00515,0.196,0.177,0,227067,54,1995,1995,**** Is Round The Corner
['Tricky'],[25462],0.814,0.599,0.752,82.278,-13.007,1,2,0.43,0.736,0.0904,0.232,0,270093,48,1995,1995,Overcome
['Tricky'],[25462],0.443,0.813,0.735,169.969,-9.066,1,9,0.00673,0.0177,0.0983,0.0819,0,339893,50,1995,1/1/1995,Black Steel
['Underworld'],[807949],0.542,0.966,0.351,140.071,-8.255,1,10,0.00107,0.128,0.0984,0.0421,0,264187,57,1995,1/1/1995,Born Slippy ****** - Radio Edit
['Amber'],[20919],0.674,0.908,0.861,127.99,-3.262,0,9,0.0714,0.000104,0.121,0.0325,0,238160,53,1996,11/26/1996,This Is Your *****
['Aphex Twin'],[493848],0.53,0.64,0.481,168.936,-9.149,1,0,0.425,0.915,0.0878,0.103,0,292827,39,1996,11/4/1996,******** Song
['Aphex Twin'],[493848],0.619,0.564,0.787,131.908,-10.696,0,10,0.872,0.926,0.16,0.0293,0,228867,48,1996,11/4/1996,Fingerbib
['Aphex Twin'],[493848],0.43,0.623,0.135,166.951,-7.426,1,1,0.509,0.92,0.0987,0.0368,0,217133,43,1996,11/4/1996,4
['Armand Van Helden'],[928160],0.929,0.509,0.485,127.013,-8.057,0,1,0.00597,0.934,0.108,0.116,0,417200,46,1996,5/17/1996,The Funk Phenomena
['Boards of Canada'],[758999],0.54,0.385,0.0875,91.041,-13.819,0,7,0.105,0.916,0.101,0.0435,0,423933,51,1996,12/1/1996,Everything You Do Is A Balloon
['DJ Shadow'],[949820],0.61,0.571,0.909,106.185,-7.136,0,1,0.837,0.743,0.15,0.0315,0,117240,45,1996,1/1/1996,**** Donor
['DJ Shadow'],[949820],0.511,0.707,0.6,142.033,-8.475,0,4,0.495,0.903,0.179,0.0304,0,302293,42,1996,1/1/1996,What Does Your Soul Look Like - Pt. 4
['DJ Shadow'],[949820],0.405,0.793,0.938,104.036,-7.364,0,7,0.0658,0.809,0.106,0.103,0,274267,42,1996,1/1/1996,The Number Song
['DJ Shadow'],[949820],0.594,0.809,0.518,87.696,-6.489,0,10,0.333,0.827,0.524,0.043,0,436200,42,1996,1/1/1996,Changeling
['DJ Shadow'],[949820],0.701,0.535,0.398,70.746,-14.798,0,9,0.504,1.04E-06,0.182,0.881,0,46533,39,1996,1/1/1996,Best **** Forward
['DJ Shadow'],[949820],0.507,0.416,0.0985,106.179,-12.838,0,8,0.931,0.165,0.11,0.0341,0,467373,39,1996,1/1/1996,Stem / Long Stem - Medley
['DJ Shadow'],[949820],0.494,0.931,0.135,155.924,-3.454,0,8,0.609,0.793,0.361,0.326,0,377400,37,1996,1/1/1996,What Does Your Soul Look Like - Pt. * / **** Sky Revisit
['DJ Shadow'],[949820],0.496,0.814,0.254,98.083,-6.291,1,9,0.601,0.846,0.315,0.0497,0,240067,37,1996,1/1/1996,Mutual Slump
['DJ Shadow'],[949820],0.456,0.142,0.419,79.662,-15.598,0,7,0.905,0.925,0.126,0.032,0,89227,38,1996,1/1/1996,Transmission *
['DJ Shadow'],[949820],0.674,0.737,0.385,146.389,-8.21,1,8,0.574,0.779,0.32,0.064,0,561360,37,1996,1/1/1996,**** Brain / Scatter Brain - Medley
['DJ Shadow'],[949820],0.613,0.832,0.48,164.876,-9.187,1,8,0.388,0.95,0.0865,0.0281,1,399027,54,1996,1/1/1996,Building Steam With A Grain Of Salt
['DJ Shadow'],[949820],0.664,0.644,0.646,79.526,-9.334,0,7,0.531,0.661,0.251,0.0352,0,298373,53,1996,1/1/1996,******** In A Perfect World
['Enigma'],[150048],0.58,0.637,0.304,81.981,-10.281,0,4,0.206,0.139,0.128,0.0434,0,299373,47,1996,1/1/1996,Why!...
['Enigma'],[150048],0.256,0.617,0.18,147.782,-9.386,0,4,0.0952,0.0949,0.579,0.0465,0,347827,44,1996,1/1/1996,Morphing Thru Time
['Enigma'],[150048],0.541,0.467,0.464,139.998,-16.06,0,7,0.549,0.964,0.131,0.0294,0,261200,44,1996,1/1/1996,Shadows In Silence
['Enigma'],[150048],0.398,0.502,0.598,62.983,-15.055,0,4,0.0719,0.755,0.145,0.0469,0,206227,42,1996,1/1/1996,Almost Full Moon
['Enigma'],[150048],0.603,0.877,0.157,99.993,-9.289,0,4,0.0305,0.00309,0.183,0.0417,0,218507,42,1996,1/1/1996,The Roundabout
