id,direct_influence_num,indirect_influence_num,different_genre_num,max_year_period,influencer_active_start,score,main_genre
120487,10,194,194,30,1950,0.07744908,Comedy/Spoken
118853,5,23,14,40,1950,0.065654988,Jazz
101776,4,167,0,30,1950,0.053202545,Pop/Rock
127451,10,153,34,50,1950,0.086138523,Pop/Rock
781399,1,0,0,0,1950,0,Easy Listening
127766,3,13,4,40,1950,0.064609854,Vocal
108826,54,1854,438,60,1950,0.291451792,R&B;
109367,2,21,8,40,1950,0.06447993,Latin
104741,2,32,27,10,1950,0.018785631,Latin
121590,25,615,492,40,1950,0.170184702,Vocal
135378,5,86,86,40,1950,0.070141379,Blues
128099,154,3730,2224,60,1950,0.773156171,R&B;
668448,17,500,449,40,1950,0.14872729,Religious
131841,9,427,395,50,1950,0.137464725,Blues
213165,9,135,21,40,1950,0.070507192,Pop/Rock
189701,4,107,0,60,1950,0.095131169,Country
228299,3,0,0,50,1950,0.079280051,Jazz
324819,3,12,12,50,1950,0.079532916,Vocal
329468,24,312,18,30,1950,0.087804088,R&B;
330634,9,56,48,60,1950,0.098060528,Stage & Screen
332141,53,1978,54,60,1950,0.266399262,Pop/Rock
334644,7,40,23,60,1950,0.095915555,Country
338887,1,13,0,20,1950,0.033122243,Vocal
333175,4,21,7,10,1950,0.019112155,R&B;
286483,7,24,0,40,1950,0.06666379,Jazz
76658,3,4,0,0,1950,0.005740608,Jazz
89021,14,91,0,40,1950,0.074681531,Pop/Rock
74340,5,64,0,10,1950,0.021523502,Jazz
769616,6,218,111,60,1950,0.103116351,Blues
781172,20,148,128,50,1950,0.102837967,Jazz
69153,35,600,545,40,1950,0.191504656,Folk
903009,6,26,9,50,1950,0.080756962,Latin
139804,6,23,3,40,1950,0.066030608,Jazz
172642,2,49,21,30,1950,0.049809679,Vocal
209773,2,8,0,30,1950,0.049008263,Jazz
805208,6,139,50,10,1950,0.029866856,R&B;
171994,2,107,12,40,1950,0.065802835,Pop/Rock
327765,17,144,137,60,1950,0.111824056,Stage & Screen
217963,1,2,2,20,1950,0.033081908,Pop/Rock
223054,21,185,161,50,1950,0.108034846,Folk
221603,2,24,0,30,1950,0.049118665,Country
232564,40,520,38,50,1950,0.144647983,Pop/Rock
238495,28,1189,1175,50,1950,0.328438875,Blues
232480,6,5,0,60,1950,0.094688516,Stage & Screen
816896,11,89,44,40,1950,0.072301805,Vocal
198162,8,203,36,50,1950,0.086066099,R&B;
242511,12,430,408,40,1950,0.133995376,Blues
242473,2,103,99,40,1950,0.070526145,Blues
241813,12,584,30,10,1950,0.073505701,Pop/Rock
816890,112,1961,1228,50,1950,0.486726229,Country
212612,15,437,406,10,1950,0.121763434,Vocal
198783,14,297,52,60,1950,0.107826755,Country
239638,7,386,386,60,1950,0.142394691,Blues
244711,1,50,50,60,1950,0.094979114,R&B;
202554,3,6,2,30,1950,0.049298556,Jazz
246885,22,195,142,40,1950,0.097309132,Vocal
246628,4,59,26,20,1950,0.035632833,R&B;
248452,2,23,0,20,1950,0.033364042,Latin
251375,16,198,33,50,1950,0.093348083,Country
212200,7,43,33,40,1950,0.067617079,Vocal
824219,3,21,0,40,1950,0.064623812,Comedy/Spoken
267411,1,4,0,40,1950,0.064134625,Latin
785283,27,183,146,50,1950,0.115730227,International
294923,16,162,145,40,1950,0.087831521,Folk
151666,1,3,3,40,1950,0.064160361,Classical
838300,11,132,14,50,1950,0.085970136,Country
306446,6,46,46,60,1950,0.096220605,Blues
486305,8,285,208,10,1950,0.067187166,Blues
962064,9,408,369,60,1950,0.141589759,Blues
495784,9,60,12,40,1950,0.068842511,Vocal
68780,13,120,58,40,1950,0.075889047,Jazz
69986,19,207,2,50,1950,0.096699851,Country
90803,16,1157,934,30,1950,0.268695238,R&B;
779209,2,16,16,40,1950,0.064597548,Latin
781932,17,164,158,60,1950,0.114014927,Jazz
106987,7,146,146,40,1950,0.078526066,Jazz
135024,6,684,642,60,1950,0.197714446,R&B;
132940,2,4,0,40,1950,0.064271586,International
761478,1,14,14,40,1950,0.064402347,Jazz
190946,36,1277,602,40,1950,0.240649532,Country
201022,1,13,13,20,1950,0.033338206,Pop/Rock
816387,10,177,0,60,1950,0.099641216,Pop/Rock
71209,64,629,30,50,1950,0.196182102,Pop/Rock
256831,1,3,0,50,1950,0.078928885,R&B;
823165,11,131,44,60,1950,0.100505947,Pop/Rock
240311,22,455,15,40,1950,0.100472051,Pop/Rock
308871,11,240,107,50,1950,0.09349984,R&B;
769876,18,544,512,40,1950,0.163232245,Vocal
300534,8,100,32,20,1950,0.041195263,Blues
824022,88,4375,702,20,1950,0.539258759,Pop/Rock
269972,14,1515,1071,40,1950,0.31435842,R&B;
827250,8,120,47,50,1950,0.084424885,R&B;
279097,1,10,0,50,1950,0.07897175,Latin
827367,2,108,108,60,1950,0.099142227,Blues
274822,4,221,218,50,1950,0.100474249,Blues
335937,1,7,0,40,1950,0.064150415,Latin
808198,6,86,49,20,1950,0.03955904,Jazz
233228,13,214,4,50,1950,0.089792429,R&B;
233066,58,919,2,60,1950,0.202795143,Pop/Rock
219021,7,55,38,50,1950,0.082388968,Latin
191429,8,60,0,40,1950,0.067817491,Blues
163835,1,8,8,10,1950,0.016959568,Stage & Screen
311074,7,28,22,50,1950,0.081604924,Easy Listening
316834,169,2289,973,60,1950,0.541558518,R&B;
955647,1,9,9,60,1950,0.093431126,Easy Listening
382734,1,8,8,20,1950,0.033189317,Vocal
333643,7,11,3,60,1950,0.095254615,Stage & Screen
397876,3,43,8,50,1950,0.079734707,R&B;
342833,3,14,0,40,1950,0.064573335,Comedy/Spoken
407300,6,164,0,60,1950,0.097027997,Country
456896,3,6,6,0,1950,0.005969202,Stage & Screen
401066,4,82,62,30,1950,0.053323494,Jazz
889449,1,19,0,20,1950,0.03316861,R&B;
477523,7,46,40,50,1950,0.082356812,International
487271,6,62,62,50,1950,0.082984119,Folk
424302,1,0,0,0,1950,0,Jazz
898331,17,454,184,60,1950,0.126160079,Blues
921384,1,8,8,0,1950,0.002241812,Vocal
922811,1,0,0,0,1950,0,Vocal
492663,2,19,0,20,1950,0.0333264,Latin
591104,14,64,30,40,1950,0.074910244,Latin
496525,16,314,295,50,1950,0.122602197,Avant-Garde
927627,20,791,782,40,1950,0.227534325,Jazz
337856,8,67,5,50,1950,0.082332376,Country
368451,8,100,52,30,1950,0.056001147,Vocal
366407,13,186,30,50,1950,0.08959776,Pop/Rock
368367,10,124,114,40,1950,0.076962387,Vocal
74195,14,157,21,50,1950,0.089658218,R&B;
864209,20,137,27,50,1950,0.09693702,Pop/Rock
330575,15,274,14,40,1950,0.081641123,Pop/Rock
411761,52,719,712,60,1950,0.257814357,Vocal
416785,7,70,35,40,1950,0.068054311,Stage & Screen
390390,27,261,93,40,1950,0.10413056,R&B;
398615,7,29,0,40,1950,0.066707334,Jazz
552325,1,24,24,20,1950,0.033853185,Latin
484396,45,736,526,50,1950,0.214414573,Jazz
894531,6,59,56,60,1950,0.096776168,R&B;
894956,26,941,879,60,1950,0.266006533,Blues
486775,12,384,310,60,1950,0.133946193,Blues
82639,2,2,0,0,1950,0.002874198,Latin
131681,14,82,82,40,1950,0.077898706,Vocal
14651,50,571,77,50,1950,0.167805803,Country
17929,11,119,28,40,1950,0.072288841,R&B;
17748,26,289,47,50,1950,0.111000372,R&B;
745915,8,55,16,40,1950,0.068010424,Pop/Rock
745617,8,31,2,40,1950,0.067501228,Jazz
747984,4,14,0,50,1950,0.079674886,Jazz
29884,29,371,101,60,1950,0.131757543,Pop/Rock
18137,1,18,18,20,1950,0.033540628,Jazz
31685,50,609,55,60,1950,0.175321805,Pop/Rock
837150,5,167,130,10,1950,0.043202976,Folk
305541,3,66,63,40,1950,0.067393899,Easy Listening
256575,2,13,5,20,1950,0.033326753,Jazz
314155,1,14,14,40,1950,0.064402347,Vocal
843106,1,60,0,60,1950,0.093786754,Pop/Rock
355451,7,113,0,50,1950,0.082393078,Country
378624,31,377,346,50,1950,0.151247867,Jazz
864257,8,68,66,50,1950,0.084453773,Jazz
337015,1,0,0,0,1950,0,Jazz
391398,29,810,664,60,1950,0.225104456,Folk
334770,11,186,109,50,1950,0.092043005,Jazz
341422,7,33,3,40,1950,0.066777136,Latin
882950,4,46,0,50,1950,0.07996592,Jazz
883345,1,45,0,10,1950,0.017534115,Jazz
848952,2,32,29,10,1950,0.018980512,Jazz
217792,5,37,0,30,1950,0.050530607,Pop/Rock
279141,19,824,59,50,1950,0.130939227,Pop/Rock
832341,2,24,8,20,1950,0.033470998,Vocal
292559,6,42,31,40,1950,0.066876875,Latin
831708,1,0,0,0,1950,0,Latin
288830,4,27,25,50,1950,0.080262304,Latin
296487,3,22,0,40,1950,0.064631657,Pop/Rock
151431,16,252,81,30,1950,0.073863291,Country
332852,4,105,0,40,1950,0.066181366,Pop/Rock
333181,1,148,0,60,1950,0.095241329,Pop/Rock
342768,14,735,680,20,1950,0.193803769,Folk
290414,1,11,11,20,1950,0.033272196,Country
341137,3,9,9,50,1950,0.079458994,Blues
341652,4,50,0,60,1950,0.094327834,Country
852007,47,1622,84,50,1950,0.228729913,Pop/Rock
238115,128,2672,964,60,1950,0.520511925,R&B;
299277,1,5,5,30,1950,0.048905146,Pop/Rock
258090,5,20,0,50,1950,0.080109188,Jazz
253142,30,644,2,50,1950,0.132400213,Pop/Rock
309458,21,389,319,50,1950,0.134335786,R&B;
174822,22,173,15,50,1950,0.100362547,Pop/Rock
310789,3,36,17,30,1950,0.049811887,International
29867,12,135,103,50,1950,0.091249998,Vocal
32071,14,61,14,30,1950,0.061565024,Religious
24568,13,144,128,40,1950,0.081920002,Folk
38936,46,687,33,40,1950,0.157364192,Pop/Rock
749175,7,77,9,40,1950,0.067441491,Country
28166,23,1336,1300,50,1950,0.352625958,Blues
821571,84,2726,1720,40,1950,0.567692786,R&B;
35021,15,781,695,60,1950,0.216776039,R&B;
31067,26,1093,737,60,1950,0.249436155,R&B;
36934,1,37,0,50,1950,0.079193581,Jazz
742166,5,46,36,30,1950,0.051646607,Country
6563,1,4,0,20,1950,0.033075451,Jazz
12644,7,21,0,40,1950,0.066639516,Jazz
691807,4,31,17,20,1950,0.034775226,Stage & Screen
753985,4,106,77,40,1950,0.06939876,Vocal
523661,1,17,0,60,1950,0.093355619,Country
46784,3,15,8,60,1950,0.093829348,R&B;
443997,6,39,17,40,1950,0.066430209,Latin
14073,2,7,0,40,1950,0.064287439,Pop/Rock
749970,23,448,0,50,1950,0.111509646,Pop/Rock
133119,3,31,16,30,1950,0.049731803,Jazz
46460,3,24,7,20,1950,0.033834345,Pop/Rock
756518,2,21,0,40,1950,0.064380297,R&B;
630603,1,6,0,30,1950,0.048860421,Country
636044,9,355,311,30,1950,0.103381646,R&B;
57124,2,52,0,20,1950,0.033796174,R&B;
58616,2,15,0,20,1950,0.033294128,Pop/Rock
68155,12,245,166,30,1950,0.07726675,R&B;
781094,15,488,457,40,1950,0.147900381,International
73914,1,24,24,20,1950,0.033853185,R&B;
75825,22,549,233,30,1950,0.115347239,R&B;
765722,5,78,19,30,1950,0.051522497,Pop/Rock
121157,3,53,53,40,1950,0.066633855,R&B;
69520,1,9,0,40,1950,0.064161734,R&B;
139709,4,26,0,30,1950,0.049848681,Country
140521,1,4,4,10,1950,0.016838199,Pop/Rock
136075,4,3,3,0,1950,0.008616354,Jazz
138332,6,273,273,50,1950,0.110603526,R&B;
142767,1,0,0,0,1950,0,Jazz
785611,15,403,0,30,1950,0.076808397,Pop/Rock
147200,17,376,0,30,1950,0.078196096,R&B;
118544,47,1274,484,30,1950,0.234652055,R&B;
146088,1,0,0,0,1950,0,Folk
46699,53,2082,17,60,1950,0.272167806,Pop/Rock
64145,5,95,58,20,1950,0.039696973,R&B;
61479,6,116,23,50,1950,0.082340125,R&B;
55304,20,370,137,30,1950,0.090896126,R&B;
761706,7,183,0,30,1950,0.05584322,Pop/Rock
57488,1,15,15,40,1950,0.064430471,Vocal
767129,1,54,54,50,1950,0.080939247,R&B;
82013,30,725,413,30,1950,0.163980726,R&B;
766893,46,1732,1105,60,1950,0.369424281,R&B;
769523,1,7,0,30,1950,0.048865232,R&B;
773642,15,309,0,30,1950,0.071470598,Pop/Rock
102050,21,656,563,60,1950,0.192763679,Folk
80428,4,35,35,30,1950,0.050899814,Vocal
93533,6,211,183,60,1950,0.109198817,Folk
48622,1,20,0,10,1950,0.016950757,R&B;
567325,8,66,54,10,1950,0.030471418,Jazz
406898,1,148,148,60,1950,0.102895711,R&B;
479582,18,596,161,10,1950,0.093377356,R&B;
330967,7,51,35,50,1950,0.082234854,Folk
403184,12,121,27,50,1950,0.086992649,Pop/Rock
893719,9,145,87,10,1950,0.039571232,R&B;
894335,37,1088,330,30,1950,0.186107179,R&B;
502774,1,127,0,50,1950,0.080579102,Pop/Rock
424928,1,9,0,10,1950,0.016826903,R&B;
491220,27,804,77,30,1950,0.125932855,Pop/Rock
898828,9,171,0,30,1950,0.057341927,Pop/Rock
496405,22,1632,31,20,1950,0.185127047,Pop/Rock
418981,20,968,860,30,1950,0.247879484,R&B;
502351,1,9,9,10,1950,0.017000893,R&B;
423095,1,0,0,0,1950,0,R&B;
578141,19,578,459,30,1950,0.150527567,R&B;
578031,5,57,0,60,1950,0.094761213,Country
477875,33,1142,808,50,1950,0.267046925,R&B;
568861,9,160,0,60,1950,0.098580713,R&B;
569256,6,108,45,60,1950,0.097059334,R&B;
921359,1,2,0,50,1950,0.078923254,Pop/Rock
478246,1,4,0,50,1950,0.07893464,R&B;
921965,10,230,0,40,1950,0.074011082,Pop/Rock
487012,15,287,102,40,1950,0.086705274,Pop/Rock
491786,1,0,0,0,1950,0,Jazz
588679,1,2,2,30,1950,0.048859535,Folk
597309,27,382,90,40,1950,0.108617115,R&B;
932299,1,1,0,40,1950,0.064120262,Latin
931567,1,14,14,20,1950,0.033374427,Pop/Rock
516706,2,116,0,60,1950,0.094778868,Country
620386,3,9,0,50,1950,0.079333422,Pop/Rock
936946,8,20,11,50,1950,0.08192241,International
627337,8,109,0,60,1950,0.096969289,Pop/Rock
620578,1,7,0,40,1950,0.064150415,Pop/Rock
159791,1,138,138,60,1950,0.10183337,Jazz
300013,1,0,0,0,1950,0,Jazz
307461,63,877,44,50,1950,0.206090785,Pop/Rock
245039,11,78,10,40,1950,0.071043664,Country
203804,1,2,0,30,1950,0.048843355,Comedy/Spoken
171693,2,2,2,50,1950,0.079089113,Folk
201678,6,26,13,30,1950,0.051315527,Jazz
219243,9,93,31,50,1950,0.084041998,Latin
814606,19,330,311,50,1950,0.128682233,Pop/Rock
200791,50,424,68,50,1950,0.161625364,Country
250435,9,27,12,20,1950,0.040368506,Jazz
198901,20,581,17,60,1950,0.12545537,Country
206658,1,20,20,30,1950,0.049322182,Pop/Rock
209517,1,11,11,50,1950,0.079138041,R&B;
255770,2,10,0,40,1950,0.06430472,Jazz
578744,5,148,60,60,1950,0.098022532,R&B;
688804,3,33,33,40,1950,0.065494674,Latin
583959,66,937,349,50,1950,0.237927228,Country
677781,38,726,484,50,1950,0.197112388,R&B;
683065,6,99,23,50,1950,0.082023544,Country
684253,7,82,0,50,1950,0.081855839,Jazz
685751,5,46,43,40,1950,0.066852425,Easy Listening
567190,17,242,0,30,1960,0.0420663,Pop/Rock
501692,5,181,0,40,1960,0.048603112,Pop/Rock
491996,1,29,29,50,1960,0.05906424,Blues
582253,6,42,16,30,1960,0.036707839,R&B;
588508,4,132,0,50,1960,0.05895671,Pop/Rock
597875,1,5,0,30,1960,0.035672372,Pop/Rock
607448,78,1031,530,40,1960,0.200436157,R&B;
606283,3,20,20,0,1960,0.007184976,Vocal
509524,1,9,9,30,1960,0.035838452,Pop/Rock
933883,4,51,0,40,1960,0.0473577,Pop/Rock
614339,12,147,120,40,1960,0.063268055,Jazz
742673,2,7,7,40,1960,0.047153202,International
6143,3,3,3,50,1960,0.058221555,Jazz
5953,68,1310,10,50,1960,0.117930221,Pop/Rock
2273,2,11,9,30,1960,0.035880844,Comedy/Spoken
11620,1,8,0,30,1960,0.035677883,Pop/Rock
31263,16,96,59,40,1960,0.054006987,Religious
3595,14,50,50,40,1960,0.052131824,Stage & Screen
753104,1,8,0,20,1960,0.024064895,International
33316,1,11,0,30,1960,0.035684151,Pop/Rock
37865,3,17,0,40,1960,0.047145871,Latin
490549,12,128,47,50,1960,0.062277702,Country
489207,3,70,70,40,1960,0.052745315,Jazz
502398,9,161,82,20,1960,0.038609721,R&B;
503279,3,31,23,10,1960,0.014709119,Jazz
595559,1,1,0,40,1960,0.047006396,Pop/Rock
927736,7,65,52,40,1960,0.050902695,Folk
604924,1,6,0,50,1960,0.05809078,R&B;
619423,4,28,0,50,1960,0.058341114,R&B;
931086,21,111,97,50,1960,0.070345988,Latin
611881,7,139,0,20,1960,0.026236002,Pop/Rock
57840,2,38,31,50,1960,0.059257742,Country
765585,5,25,13,10,1960,0.013714207,Latin
64303,27,334,0,30,1960,0.049054201,Pop/Rock
149973,3,28,27,0,1960,0.009507217,R&B;
125465,5,71,0,20,1960,0.024848178,Pop/Rock
149044,30,306,24,40,1960,0.059725691,R&B;
151979,11,223,0,40,1960,0.050223864,Pop/Rock
43714,49,535,113,50,1960,0.091600915,Pop/Rock
756656,26,683,649,50,1960,0.208094721,Folk
58438,11,172,81,50,1960,0.066092736,R&B;
49180,5,67,16,0,1960,0.007893568,R&B;
50520,1,9,0,20,1960,0.024066871,R&B;
758943,7,121,2,40,1960,0.04823569,Pop/Rock
70534,9,24,0,40,1960,0.047974146,Comedy/Spoken
78044,33,248,96,50,1960,0.076242804,R&B;
767741,4,33,33,50,1960,0.059500645,Jazz
67539,1,0,0,0,1960,0,Pop/Rock
72205,18,123,18,40,1960,0.051566867,Country
85915,23,131,72,50,1960,0.067937902,Pop/Rock
771438,171,2398,11,30,1960,0.224543578,Pop/Rock
760154,9,78,0,40,1960,0.048235354,Pop/Rock
46925,13,47,1,30,1960,0.038104122,Pop/Rock
758601,8,55,9,30,1960,0.036877582,Vocal
59537,28,604,0,40,1960,0.065201461,Pop/Rock
61938,22,380,0,30,1960,0.047503194,Pop/Rock
57188,2,19,0,20,1960,0.024131747,Reggae
66915,389,7937,938,50,1960,0.688526934,Pop/Rock
65882,9,14,6,20,1960,0.025663128,Jazz
69402,5,39,34,30,1960,0.037894047,Reggae
72041,22,151,7,50,1960,0.063328982,Pop/Rock
77175,11,77,1,30,1960,0.037649627,Pop/Rock
65397,11,150,97,40,1960,0.058788037,Country
81231,3,14,0,20,1960,0.02419815,Jazz
62729,2,2,0,0,1960,0.001065572,Pop/Rock
64509,23,853,711,40,1960,0.222624766,R&B;
66800,1,21,21,10,1960,0.014131684,Jazz
96613,29,181,84,50,1960,0.072174189,Pop/Rock
772976,15,355,134,10,1960,0.052794364,R&B;
106514,1,6,6,10,1960,0.012347255,Country
96964,8,38,9,20,1960,0.025540607,Pop/Rock
610706,14,47,15,30,1960,0.038838366,Pop/Rock
617568,3,17,14,30,1960,0.036151249,R&B;
935990,1,0,0,0,1960,0,Pop/Rock
516202,1,6,0,40,1960,0.047015887,Pop/Rock
7230,3,9,0,30,1960,0.035784213,Pop/Rock
625736,18,204,0,50,1960,0.062449738,Pop/Rock
623518,3,8,0,0,1960,0.00216785,Pop/Rock
937397,1,0,0,0,1960,0,Pop/Rock
938878,1,27,0,50,1960,0.058150619,Pop/Rock
943936,5,35,4,40,1960,0.047433195,Pop/Rock
623985,8,311,0,40,1960,0.051148848,Pop/Rock
939567,37,757,43,50,1960,0.083707267,Pop/Rock
639397,13,73,63,40,1960,0.053487317,Latin
657329,2,3,0,30,1960,0.035707085,Latin
540139,1,0,0,0,1960,0,Latin
645612,51,1039,54,40,1960,0.094435358,Pop/Rock
542976,7,77,55,50,1960,0.061768964,R&B;
946137,11,101,0,40,1960,0.048831244,Pop/Rock
988638,34,557,55,40,1960,0.069639562,Pop/Rock
167296,1,6,0,40,1960,0.047015887,Pop/Rock
170454,11,87,13,50,1960,0.059868622,R&B;
175196,4,5,4,30,1960,0.035912882,Pop/Rock
51909,14,223,37,50,1960,0.06296604,Pop/Rock
802264,1,13,13,40,1960,0.047288625,Comedy/Spoken
799644,1,0,0,0,1960,0,Pop/Rock
802302,37,438,18,50,1960,0.074581452,R&B;
206538,3,9,0,20,1960,0.024186319,Jazz
165818,12,244,4,50,1960,0.061443205,Country
773407,1,2,2,30,1960,0.035682544,Jazz
100116,3,4,0,40,1960,0.047115484,R&B;
107090,12,192,3,50,1960,0.060786398,Pop/Rock
110161,15,110,23,30,1960,0.040136433,Pop/Rock
110541,11,32,18,40,1960,0.048882563,Jazz
95613,8,44,44,40,1960,0.050137102,International
96944,1,3,0,50,1960,0.058083964,Country
774956,3,46,0,40,1960,0.047251162,R&B;
109274,1,1,0,10,1960,0.012167463,Pop/Rock
121318,2,6,6,40,1960,0.047131329,Pop/Rock
123915,5,41,0,40,1960,0.047416288,Pop/Rock
97182,8,53,44,30,1960,0.039581929,International
103033,2,59,0,30,1960,0.035925301,R&B;
21747,10,30,10,20,1960,0.026231677,Jazz
107247,1,5,0,30,1960,0.035672372,Jazz
122023,4,21,0,40,1960,0.047240353,Pop/Rock
110104,8,99,10,40,1960,0.048366032,R&B;
148477,5,72,7,30,1960,0.036400507,R&B;
135059,1,1,0,0,1960,5.77E-05,Pop/Rock
123345,1,2,2,0,1960,0.000688131,Jazz
776562,8,174,0,20,1960,0.02719005,Pop/Rock
90945,1,43,0,20,1960,0.024210623,Pop/Rock
766094,13,158,37,40,1960,0.051501827,R&B;
118384,4,1,0,40,1960,0.047192893,Pop/Rock
99753,7,48,0,50,1960,0.058752751,Country
121459,3,47,0,50,1960,0.05833603,Reggae
128266,3,39,0,40,1960,0.047221005,Pop/Rock
130932,15,451,34,40,1960,0.057284876,Pop/Rock
112462,91,2267,14,40,1960,0.165788825,Pop/Rock
131627,35,391,0,30,1960,0.055374913,Pop/Rock
131581,33,418,22,40,1960,0.063464851,Pop/Rock
130036,4,38,0,40,1960,0.047300051,Pop/Rock
663424,1,0,0,0,1960,0,R&B;
166785,8,70,1,40,1960,0.04800692,Pop/Rock
670088,4,98,16,40,1960,0.048020514,Pop/Rock
668302,10,172,0,50,1960,0.060143625,Pop/Rock
1233067,1,15,15,20,1960,0.024625198,Pop/Rock
683085,7,73,0,50,1960,0.058877662,Pop/Rock
584923,10,57,13,30,1960,0.037522938,Pop/Rock
684920,10,11,6,20,1960,0.026020306,Jazz
585092,3,0,0,40,1960,0.047108228,Jazz
962339,12,99,1,40,1960,0.049068049,Pop/Rock
629609,17,134,35,50,1960,0.062703646,Country
634377,7,40,34,40,1960,0.049098067,Pop/Rock
531986,238,3728,59,50,1960,0.326149195,Pop/Rock
644880,6,46,3,30,1960,0.036312886,Pop/Rock
179126,2,5,5,30,1960,0.035769507,Pop/Rock
582930,6,47,0,20,1960,0.024855977,Pop/Rock
220946,1,12,0,10,1960,0.012191283,Country
185440,2,5,0,40,1960,0.047055266,New Age
188432,7,10,0,40,1960,0.047584299,Jazz
814036,26,759,665,20,1960,0.208098186,Folk
234844,8,76,0,50,1960,0.059038298,Pop/Rock
192382,95,1406,0,20,1960,0.129036998,Pop/Rock
234488,11,45,23,30,1960,0.0382874,Country
195237,7,59,14,50,1960,0.059070443,Pop/Rock
199090,1,0,0,0,1960,0,Blues
212614,4,16,16,20,1960,0.024939991,Latin
819344,22,230,143,40,1960,0.071629383,Reggae
594665,52,914,106,50,1960,0.101953456,R&B;
821590,2,30,0,50,1960,0.05820702,R&B;
211197,2,18,0,30,1960,0.035739733,Comedy/Spoken
823012,6,143,143,50,1960,0.075205397,Country
165011,32,732,248,40,1960,0.108022999,R&B;
2993710,16,770,448,30,1960,0.152431381,R&B;
179205,10,104,13,30,1960,0.037892969,Pop/Rock
196248,18,235,64,50,1960,0.066505045,Country
738674,1,5,0,30,1960,0.035672372,Country
182360,31,265,28,50,1960,0.069121029,R&B;
186390,1,7,0,30,1960,0.035675962,Pop/Rock
799053,38,463,31,30,1960,0.06027396,Pop/Rock
801573,7,163,89,30,1960,0.047805221,R&B;
198532,9,75,40,30,1960,0.039476642,Pop/Rock
273105,5,16,3,30,1960,0.036045027,Jazz
807028,4,1,0,40,1960,0.047192893,Pop/Rock
158717,1,6,0,0,1960,0.000346018,Latin
135273,35,300,74,50,1960,0.07520736,R&B;
144349,1,7,0,40,1960,0.04701797,Country
169124,2,0,0,20,1960,0.024091702,Jazz
147638,3,19,1,40,1960,0.047158518,Electronic
798543,4,22,14,30,1960,0.036260442,Latin
148355,2,5,0,0,1960,0.001097931,Pop/Rock
789514,3,2,0,30,1960,0.035771891,Latin
795054,1,1,0,0,1960,5.77E-05,Latin
797056,14,56,43,30,1960,0.041166905,International
796734,76,978,183,50,1960,0.128775579,Pop/Rock
796736,4,8,4,50,1960,0.058324933,Pop/Rock
800926,6,38,0,40,1960,0.047528414,Pop/Rock
159699,39,378,80,40,1960,0.07110085,Country
154548,11,190,14,50,1960,0.060794922,Pop/Rock
186805,1,0,0,0,1960,0,Pop/Rock
187478,46,369,18,40,1960,0.070395066,Pop/Rock
791480,5,17,0,40,1960,0.047332655,Country
58372,32,541,0,30,1960,0.057565041,Pop/Rock
162233,30,467,29,50,1960,0.072265212,Pop/Rock
138833,23,387,378,50,1960,0.136301762,International
796957,1,42,0,40,1960,0.047129657,Pop/Rock
180263,15,91,0,30,1960,0.039139917,Pop/Rock
182900,47,544,7,50,1960,0.082124598,Pop/Rock
184637,2,3,3,40,1960,0.047078843,Latin
195305,4,41,0,20,1960,0.024441831,Pop/Rock
179764,6,128,42,50,1960,0.060888275,R&B;
799466,5,63,0,40,1960,0.047524039,Pop/Rock
186594,9,47,0,40,1960,0.048063723,Pop/Rock
170815,37,801,688,40,1960,0.219739625,Folk
796710,1,7,7,20,1960,0.024193923,R&B;
798477,4,8,0,40,1960,0.047206704,Reggae
193216,32,623,0,10,1960,0.049966182,Pop/Rock
187581,44,665,518,30,1960,0.175960003,R&B;
184187,3,35,32,50,1960,0.059368322,Jazz
191699,8,44,40,40,1960,0.049770847,Latin
164750,2,22,0,30,1960,0.035751631,Pop/Rock
738182,4,16,0,30,1960,0.035895301,Jazz
660401,9,177,0,50,1960,0.060020347,Pop/Rock
153503,2,3,0,30,1960,0.035707085,Jazz
185615,13,147,39,50,1960,0.06205058,Country
194036,9,126,3,30,1960,0.037598662,Pop/Rock
200882,12,218,107,10,1960,0.041507051,Pop/Rock
200968,9,116,0,50,1960,0.0594659,Pop/Rock
199995,37,334,4,10,1960,0.04422138,Pop/Rock
201760,20,53,16,30,1960,0.041528744,Jazz
639005,12,32,0,40,1960,0.048678757,Comedy/Spoken
536122,16,61,49,50,1960,0.06296968,Jazz
945196,7,59,3,40,1960,0.047799748,Pop/Rock
658346,13,65,34,40,1960,0.050494993,R&B;
652255,7,9,9,40,1960,0.047722224,International
660507,27,278,78,40,1960,0.062843165,Pop/Rock
669303,8,95,0,40,1960,0.048168586,Pop/Rock
949619,9,128,38,30,1960,0.039749762,Pop/Rock
194743,4,96,13,20,1960,0.025374151,Pop/Rock
153590,8,71,4,30,1960,0.036865748,Pop/Rock
987491,51,1005,172,50,1960,0.113433717,Pop/Rock
659517,28,434,0,20,1960,0.044872144,Pop/Rock
988440,60,497,61,50,1960,0.092227657,Pop/Rock
944206,13,16,0,40,1960,0.048892193,Jazz
556242,8,65,58,10,1960,0.024431704,International
186927,12,58,58,40,1960,0.052539001,Avant-Garde
665944,1,10,0,10,1960,0.01218458,Jazz
562663,1,13,0,30,1960,0.035688749,Pop/Rock
672011,21,452,0,40,1960,0.058030883,Pop/Rock
674150,1,9,9,30,1960,0.035838452,Vocal
957296,31,109,62,40,1960,0.06088068,Jazz
575051,14,198,0,10,1960,0.021616821,Pop/Rock
