"artist_name","artist_id","danceability","energy","valence","tempo","loudness","mode","key","acousticness"
"Gloria Gaynor","664849","-1.7483","0.0731551","-1.01326","1.63095","-0.404529","-0.328128","1.25216","-0.708424"
"Dave Grusin","684920","1.80044","-0.321864","0.0077706","-0.178087","-0.535867","0.0748308","0.0237364","0.589146"
"Patrice Rushen","743968","-0.543513","1.20433","-2.32968","1.6854","0.43224","-1.03685","0.9748","-0.41722"
"Tony Joe White","744265","0.482663","1.48207","-0.617651","0.245049","-0.593638","0.48964","0.295238","0.643684"
"Bert Jansch","756656","3.17206","0.402771","0.0202831","-0.88071","0.0758408","-0.256199","-1.00643","-0.567629"
"The Feelies","762177","-0.165964","-0.734963","-0.360956","-0.595323","-0.713184","-1.01064","0.368834","1.04852"
"The Decemberists","787579","-0.85383","-0.60015","-0.131897","-0.501586","-0.56392","0.947944","0.276963","0.436393"
"Ruth Brown","806877","1.41143","2.35465","0.174503","-0.0990067","-1.1553","0.0127511","-0.0127647","0.000305988"
"David Grisman","809396","2.43414","1.6365","-0.598698","0.342365","-0.469659","-0.327777","0.0790746","0.717747"
"Deniece Williams","816701","0.720462","1.18405","-0.496573","0.250419","0.0688464","0.704154","0.0274409","0.645436"
"Loose Ends","827760","0.0889133","1.31725","-1.39539","1.86086","-0.207719","-0.321613","1.06136","-0.657995"
"Ann Peebles","921002","-0.0911509","2.10697","-0.148077","-0.540264","1.03093","-0.597926","-0.915749","-0.215489"
"Guster","945245","-1.10562","0.0575433","0.0114437","-1.13196","0.9797","-0.80814","-0.759511","-0.0339788"
"Gino Vannelli","948061","0.12278","0.0835106","-0.419769","-0.584902","-0.939711","0.30511","0.327353","0.473247"
"Fuel","988627","-1.45731","-1.45092","-0.240361","-1.28122","-0.839551","0.939266","0.144461","-0.0103976"
"LANY","3361526","-0.655869","0.259893","-0.64994","0.0613923","1.05838","1.64188","-0.536056","-0.0138273"
"Tevin Campbell","30928","-1.29844","0.524901","-0.631896","-0.32861","0.1081","-0.0343728","0.0535461","0.547515"
"Blue Magic","53428","0.833258","0.319052","0.132522","-0.0307917","-0.632411","0.311478","0.193932","0.554493"
"Billy Bragg","83554","-0.0310952","0.565497","-0.0823305","-0.327389","-0.623932","1.12838","0.174545","0.36606"
"Labi Siffre","98819","1.06994","0.272432","-1.06513","0.326804","0.844369","-0.903312","-0.470601","-2.2093"
"Bell Biv DeVoe","127063","-1.35398","0.471537","-0.732468","1.90221","0.341195","-0.437405","0.823405","-0.828748"
"Laura Nyro","137474","0.95209","0.592896","1.03763","-0.839631","0.71709","-0.161562","-1.11504","-0.446495"
"Franco De Vita","162265","0.0145491","-0.284228","0.72244","-0.261304","1.49041","0.418398","-1.07342","-0.297684"
"Carlos Santana","175196","0.662468","-0.307979","-0.696707","0.194465","-0.18798","-0.438888","0.24447","1.0881"
"David Sanborn","188432","0.961219","-0.519625","-0.552911","0.52053","-0.97794","-0.806184","0.884114","1.65302"
"Jule Styne","304458","2.74015","1.09607","1.17818","0.0891091","-1.71724","0.722641","0.0872008","0.0458379"
"Portugal. The Man","716469","-1.34484","-0.161367","-1.30877","0.875003","0.888366","0.354583","0.213418","-1.57088"
"ThalÃ­a","751201","-1.87395","0.564878","0.450417","0.12684","1.18332","-0.0773944","-0.507209","0.349145"
"Bobby Timmons","765435","3.39927","0.281468","-0.221788","0.128394","-0.420958","-1.32129","-0.0434722","1.01113"
"Charlie Christian","805930","2.2357","2.51962","0.0440957","-0.139652","-0.634417","-0.984778","-0.20152","0.39132"
"Lucinda Williams","837215","0.593789","0.36229","-0.0345193","-0.30292","-0.380732","0.603664","-0.132778","0.0950977"
"Darius Rucker","956675","-1.92005","0.047208","-0.437416","-0.57125","-0.490011","0.915384","0.242881","0.26992"
"Tori Kelly","2717459","-0.89729","-0.253791","-0.312651","-0.400564","0.366021","1.36596","-0.477375","-0.297923"
"Taylor Dayne","12491","-1.44894","0.507094","-0.018678","-0.445991","1.22529","-0.334269","-0.598683","0.351369"
"Paul Motian","18137","4.41044","-0.477348","-1.05751","-0.362236","1.06418","-0.786788","-1.07032","0.231991"
"Slaughter","20812","-1.3037","-0.676528","0.796245","-0.609082","1.28433","-0.16617","-0.834352","0.0989579"
"Bobby Rydell","62270","0.83179","0.869576","1.51447","-0.574211","0.5452","-0.38747","-1.13442","-0.537928"
"Paco de LucÃ­a","82639","2.39412","-1.19393","-0.971782","1.64141","0.096796","-2.05568","0.645858","-0.325339"
"Chris Rea","96744","-0.772127","0.548603","-1.58139","1.09312","-0.67581","-0.316127","1.10479","-0.991814"
"Bootsy Collins","107139","-0.65633","0.361616","-0.207204","2.1957","0.997235","-1.39165","0.317402","-0.854608"
"Jacques Dutronc","122381","-0.675041","1.11764","0.543869","-0.572023","-1.47837","-0.120936","0.215203","0.0723097"
"Cross Canadian Ragweed","130037","-0.916126","-0.532583","0.633069","0.101064","0.0183364","0.794932","0.0789907","0.61645"
"The Crusaders","136075","1.34753","-0.218504","-2.06651","1.53264","0.191698","-1.84942","0.918719","-0.170942"
"Discharge","156043","-1.30731","-1.75806","1.40746","-1.2147","-2.21524","0.570094","0.167667","-0.374491"
"Duane Eddy","171637","1.02473","0.380142","0.646243","-0.277252","-1.90054","-1.4996","0.44012","0.675357"
"Firefall","173647","0.317208","0.445965","0.660752","-0.286401","0.670822","-0.0664921","-0.646407","0.0889126"
"Gary Stewart","185615","0.795191","1.62047","0.0754281","-0.39515","0.700465","0.167446","-0.761027","-0.0900608"
"Freddy Fender","188342","0.739584","1.78212","0.288659","0.131478","-1.05953","1.11671","0.175812","0.177054"
"Galaxie 500","189678","0.483208","-1.95118","-0.411321","-1.05759","-0.472791","0.247403","0.0205657","0.515937"
"David Byrne","197364","-0.0644096","0.841377","0.203756","0.76617","-1.27236","-0.402137","0.895796","1.45126"
"UnderÃ¸ath","211095","-2.27948","-2.8092","1.24367","0.61029","0.309822","-0.69087","-0.198452","-2.3516"
"Howard Jones","228099","-0.661293","1.51555","-0.968362","0.220564","-0.255747","0.539595","0.502887","1.10861"
"Johnny Lee","240267","0.627236","1.55551","0.0505513","-0.796378","0.162898","-0.677791","-0.754326","-0.392423"
"Link Wray","240311","0.758145","0.585683","-0.119184","-0.125592","-0.730609","0.0906343","0.161117","0.583163"
"Dennis Brown","242861","-0.773944","1.56796","-1.53024","1.74467","-0.460068","-0.150647","1.05026","-0.923493"
"Richard Marx","351227","-0.188199","-0.177819","-0.769278","-0.439533","-0.249565","0.760179","0.141228","0.465658"
"Reel Big Fish","387095","-2.06233","0.734587","0.864068","-0.2285","1.16317","-0.617163","-0.856863","-0.00663927"
"The Sonics","428717","-1.14889","0.993611","1.12901","-0.435566","-0.825212","0.0907955","-0.0238677","0.164756"
"Ingrid Michaelson","485204","0.483242","0.382669","-0.486651","-0.645885","0.414682","1.37658","-0.687581","-0.460615"
"Third World","494474","-0.461714","1.72264","-0.597103","0.654584","-0.135727","-0.570928","0.343848","1.08149"
"Art Garfunkel","504815","2.52594","0.0170095","-0.107939","-0.877057","0.621756","0.754046","-1.06135","-0.500166"
"My Morning Jacket","520583","-0.209772","-1.17638","-0.193057","-0.521441","0.982795","-0.327266","-0.46688","0.452453"
"The Sundays","564726","0.341503","0.445181","-0.255445","-0.591467","-0.434561","0.43656","-0.0323213","0.304517"
"Angels & Airwaves","569600","-2.12997","-1.21024","0.0793355","-0.834624","-1.00335","-0.100018","0.441408","0.448346"
"Aaron Neville","582253","0.639429","0.349111","-0.243003","-0.639327","-0.515297","0.642207","-0.260668","-0.225307"
"Thievery Corporation","586798","-0.183621","-0.526648","-1.97023","1.38992","-0.904637","-0.242673","1.39139","-0.502037"
"Ace Frehley","588508","-1.05397","-0.277569","0.236557","-0.630872","0.890879","-0.757802","-0.596468","0.377022"
"Bunny Wailer","636474","0.580231","1.80206","0.00144299","1.40705","1.44506","-0.631411","-0.743449","0.650627"
"Gigi Gryce","661974","2.53521","0.177834","-0.273024","1.02394","-0.652058","-1.29987","0.495679","-1.24533"
"Goldfinger","670734","-2.12817","-0.241669","0.65219","-1.16219","-0.248504","-0.519764","-0.396794","-0.255455"
"AndrÃ© Kostelanetz","754767","4.71841","-1.86703","0.305927","0.211893","-0.48004","-1.50779","0.134257","1.53214"
"The Chi-Lites","762731","-0.0850666","0.691494","0.0886086","-0.284664","-0.911391","0.53794","0.238971","0.346313"
"Billy Walker","770628","2.37635","1.91261","0.747157","-0.75803","0.0509379","-0.57652","-1.08446","-0.70232"
"Bowling for Soup","771905","-2.71953","0.00949408","0.412924","-1.00254","-0.0218952","-0.532455","-0.316307","-0.100164"
"Iron Butterfly","772567","0.210288","-0.139166","0.248125","-0.414827","-0.098976","-0.327506","-0.0325686","0.641804"
"Chris Cornell","775406","-0.812588","-1.43693","0.625217","-0.285819","-0.498924","1.35821","0.137111","0.212491"
"LCD Soundsystem","780005","-1.55902","-0.41573","-1.24631","0.382986","0.332666","-0.781433","0.60539","1.66002"
"Barney Kessel","784527","4.57325","0.481333","-0.28887","0.2259","-0.348968","-0.645138","-0.24257","0.728235"
"Barney","784597","0.298964","3.10745","-0.13895","-0.433184","1.03824","-0.00506528","-1.23896","-0.735916"
"Explosions in the Sky","789055","2.92344","-3.21446","-1.28661","-0.482845","0.526127","-0.568645","-0.216366","1.07243"
"Shalamar","790833","-1.02718","1.21681","-1.64924","1.35957","-0.290981","-1.18627","1.03029","-0.765617"
"Felt","795341","0.709695","-0.638313","-0.184455","-0.306203","0.696236","-0.873305","-0.460967","0.730361"
"Johnny Tillotson","820596","1.11608","0.865234","0.682728","-1.05697","-1.41921","0.477413","-0.180448","-0.417113"
"Marian McPartland","824866","4.84501","0.0154573","-0.412611","-0.32915","-1.54241","-0.876647","0.017607","0.571981"
"Jesse McCartney","847374","-1.91533","0.456792","-0.698198","-0.352462","-0.259812","1.10428","0.27555","0.494055"
"Naked Eyes","856451","-1.53758","1.0922","0.0437751","0.00745897","-0.779322","-0.0248441","0.537457","0.859424"
"The Searchers","898828","-1.12727","1.28931","0.556622","-0.638258","-1.33964","0.138499","0.209215","0.106183"
"The Waterboys","924508","-1.29307","-0.895691","-0.269663","-0.203063","-0.404902","0.54364","0.497007","0.953568"
"Them","925181","-0.651932","0.341869","0.867408","-0.393851","-0.719405","0.0581364","0.0670206","0.370306"
"Stiff Little Fingers","937098","-1.50411","-0.92728","0.577407","-1.24867","-1.75454","-0.74214","0.383341","0.252488"
"Passion Pit","1011101","-1.84286","-0.178275","-0.508215","0.17362","-0.382775","1.53883","0.622745","0.976399"
"Pete ""El Conde"" RodrÃ­guez","1016154","-0.00822737","1.74732","0.0686894","0.20264","0.162424","-0.33248","-0.041526","0.761292"
"The Cab","1957634","-2.04903","-0.649552","0.114607","-0.71907","0.211483","0.293275","-0.272388","0.0633392"
"Carly Rae Jepsen","2089077","-2.29616","0.0339747","-0.3544","-0.268497","0.210493","0.93344","-0.0369578","0.217792"
"Fun.","2129441","-0.932286","-0.0673134","-0.0740903","-0.79225","1.44929","0.123906","-0.986135","-0.186162"
"Alabama Shakes","2802154","-0.395581","-0.499506","-0.537651","-0.481891","0.0802455","1.12448","-0.203948","0.193226"
"ZAYN","3477547","-1.02331","-0.589137","-0.881664","-0.649549","0.478409","2.13026","-0.433409","-0.348807"
"Ella Mai","3506278","-1.242","-0.653326","-1.23501","1.63427","-0.0788488","1.85385","0.599485","-1.74368"
"Culture","109637","-1.11276","1.84145","-0.316666","0.928303","-0.312465","0.33116","0.421746","0.988528"
"JoaquÃ­n Sabina","143559","0.0642","0.0358603","0.234714","0.673404","0.105817","0.840701","-0.187692","0.269496"
"The Dells","147200","0.73516","-0.3549","1.01034","-0.440792","-1.43579","0.182973","0.209704","0.163123"
"Ben Folds","162197","-0.454414","-0.729959","0.819567","-0.782916","1.13966","0.092163","-1.0689","-0.3897"
"G. Love & Special Sauce","163420","-0.71231","1.15831","-0.191319","0.863823","-0.648443","1.1361","0.512256","0.872518"
"Feist","166505","-1.54181e-05","0.858461","-0.569287","-0.185889","-0.52846","1.14352","0.0408949","0.0880037"
"M83","175525","-0.564796","-2.29743","-0.344655","-0.451786","-0.605764","1.93264","0.39827","0.568003"
"Josh Turner","277764","-1.59946","0.38817","-0.516663","-0.848529","-0.0442291","0.39095","-0.21994","-0.0160746"
"Prefab Sprout","300024","-0.818667","0.801099","-1.6065","1.08028","-0.655301","-0.147791","1.04883","-1.07479"
"Pharoah Sanders","330601","1.3592","-2.37443","-1.1175","1.52606","0.379484","-1.22004","0.93939","-0.0504862"
"Jerry Goldsmith","330634","3.61469","-2.46263","-1.08355","0.125765","0.686766","-0.944457","-0.556855","-1.99821"
"Roy Eldridge","346637","2.22433","0.843974","0.30412","0.387569","-1.00562","-0.644898","0.339556","1.04525"
"Ratatat","404136","-0.712347","-0.0185833","-0.769893","-0.145997","1.63035","-0.927106","-0.656718","0.666796"
"Tito Nieves","507558","-1.07957","0.9183","-0.495035","-0.188716","-0.674389","0.175458","0.404915","0.7819"
"Al Hirt","507975","2.0446","-0.286543","0.0500736","-0.982355","-0.876113","-1.08801","-0.320327","0.223843"
"Al Martino","509367","1.69586","-0.0894122","0.879538","-1.31576","0.594605","0.273162","-1.32619","-0.852326"
"Camila","522430","-0.572326","-1.30016","-0.192532","-1.66166","0.858661","0.477371","-1.19608","-1.02245"
"Billy Preston","590285","-0.321208","1.13097","-0.258985","-0.203115","-0.26294","0.311605","0.040042","0.499786"
"Herb Ellis","674310","3.15829","0.80402","-0.140309","-0.261981","0.557963","-1.71456","-0.820838","0.389862"
"Yngwie Malmsteen","689367","-0.0176616","-2.5146","-0.584985","0.896943","-0.714945","-0.420932","0.863058","-1.06759"
"Travis Barker","746409","-1.87349","0.0141659","-0.0967661","-0.0933399","-0.899804","1.44755","0.217127","-0.0917191"
"Pierre Boulez","795288","5.23952","-1.95908","-0.745865","0.57227","-0.795063","-0.81309","0.100495","-1.64973"
"Gregg Allman","801101","1.4544","-0.352972","0.304653","-0.273726","-0.52929","0.333433","-0.0666365","0.32698"
"Frantz Casseus","1177242","5.8309","0.37023","0.00381652","-0.398124","-0.752409","-0.704043","-0.761477","-0.0926958"
"All That Remains","1498","-2.14739","-1.68109","-0.625511","0.280531","0.977392","0.012894","-0.13791","-1.92794"
"Sergio Mendes","2330","1.04955","0.634155","-0.16855","-0.153739","-0.681715","-0.430803","0.0397739","0.500541"
"Ted Hawkins","23982","1.42668","1.84759","0.121185","0.0531089","-1.5357","0.962099","0.213233","0.0391803"
"Stereolab","26520","-0.505826","-0.769126","-1.66598","0.635322","-0.414561","-1.64371","0.847323","-0.882373"
"Paula Abdul","31380","-1.19395","1.38072","-0.746373","-0.157583","1.36226","-0.612435","-0.54777","0.596116"
"The Babys","36975","-0.944509","-0.482038","0.652729","-0.268204","-0.782014","0.773706","0.288665","0.540931"
"Eden Ahbez","53441","3.12936","0.712613","0.210616","-0.552541","-0.911329","0.751275","-0.482197","-0.377165"
"The Cascades","61690","0.85528","1.41091","0.688922","-0.626456","0.393249","0.31433","-1.01629","-0.626025"
"Kelly Rowland","73682","-1.64575","-0.0466302","-0.991108","1.01332","0.950775","-0.610489","-0.120453","-1.96939"
"Bobby Day","74452","1.45638","1.82834","0.631257","-0.365167","-1.01152","0.233703","-0.253974","-0.135048"
"The Gun Club","91438","-0.957344","-0.69673","0.842063","-0.779676","-1.47584","-0.0945373","0.259271","0.221391"
"Booker Little","97529","3.23929","0.259312","-0.0308661","0.719185","-1.35281","-0.746923","0.72968","1.65607"
"Lambert, Hendricks & Ross","106987","1.87378","1.64393","0.561926","0.213062","-0.176268","0.32137","-0.513162","0.0771095"
"Chris Montez","109274","0.230114","1.5658","0.715834","-0.425896","0.699516","-0.120219","-0.941613","-0.281274"
"Craig Morgan","124881","-1.14638","-0.239464","-0.510573","-0.659022","-0.177395","1.29856","-0.0497383","0.124919"
"The Durutti Column","129308","1.78849","-0.075176","-0.872165","-0.0947082","0.8136","-0.964557","-0.540802","0.698566"
"Cristian Castro","133883","-0.576729","-0.240004","-0.626296","-0.273199","0.394953","1.53677","-0.162794","0.30757"
"Eddie Murphy","142208","0.458703","-1.32013","7.11917","6.18655","1.41278","0.11535","-1.63547","-0.0887306"
"Cymande","147294","-0.183623","0.81175","-0.860809","0.372205","0.0644429","-0.0725389","0.21708","1.07856"
"Joe Mooney","172642","3.62545","1.90045","1.06805","0.374251","-1.35396","0.27042","-0.200187","-0.0117492"
"Freddie Jackson","180449","0.33615","0.893079","-1.40289","1.09374","1.0116","-1.17645","-0.0355557","-1.50101"
"Don Gibson","184814","1.55854","1.81435","0.286362","-0.168777","-1.1524","0.822343","-0.00933577","0.0490418"
"Luiz BonfÃ¡","219021","2.2127","0.768148","-1.41049","1.15236","-1.07014","-0.052484","0.667928","-1.56999"
"Liz Phair","225930","-1.13642","0.506439","0.118382","-0.250971","-0.983212","0.685937","0.448828","0.628844"
"Dead Can Dance","225948","1.47154","-2.25235","-0.585187","-0.728042","0.34738","0.592322","-0.271518","0.588242"
"Jean-Luc Ponty","228299","1.02459","-1.4798","-0.924865","0.433452","0.462622","-2.69179","0.0515903","-1.09305"
"Mahavishnu Orchestra","233862","0.640939","-2.0177","-0.121485","-0.0175875","-1.01662","-0.854733","0.644468","1.55527"
"Johnny Mercer","244406","2.3308","1.90229","1.46626","-0.0109023","0.336535","-0.902892","-1.16754","-0.574233"
"Judee Sill","248798","2.72571","-0.0662504","-0.00550632","-0.657093","-0.890984","1.9146","-0.256823","-0.209971"
"Wayne Newton","252495","1.0299","0.742121","0.763678","-1.00128","-1.46474","0.490476","-0.298384","-0.607966"
"Saxon","259800","-1.03202","-1.45281","0.0104755","-0.776668","0.982084","-0.844574","-0.522239","0.557969"
"Liza Minnelli","273531","1.51429","0.263964","2.43595","1.68531","-0.671389","1.51497","-0.193656","0.196485"
"Josh Groban","275335","1.7002","-1.45591","-0.570326","-0.81239","-0.576882","2.60082","-0.178246","-0.198397"
"Loudon Wainwright III","282766","1.15668","1.16881","-0.155407","-0.24283","-0.940463","0.871803","0.0229844","0.077401"
"Nat Adderley","377060","2.01812","1.09515","0.207508","-0.049369","-0.611072","-1.27454","-0.094143","0.677881"
"Me First and the Gimme Gimmes","404734","-1.92527","-0.214757","0.284425","-0.628644","-0.64137","1.28487","0.129023","0.239078"
"Molotov","487534","-1.97045","0.984009","-0.0730618","0.0635053","1.58592","0.0245937","-0.661276","0.420709"
"The Runaways","492275","-1.01843","0.453538","1.13017","-0.601654","0.63685","-1.08762","-0.837906","-0.1386"
"Cab Calloway","532957","1.31734","1.80248","1.11069","0.436606","-0.793541","0.27967","-0.313151","-0.098112"
"Gustavo Cerati","543169","-0.325686","-0.763442","-1.00635","-0.168276","-0.599265","1.48232","0.439405","0.62649"
"Candlebox","543595","-1.29357","-0.674332","-0.45041","-0.504555","-0.0580291","0.455029","0.0900077","0.547069"
"Alan Lomax","607804","2.52194","0.919638","1.25824","-0.0656455","-1.58792","0.730092","-0.24335","-0.394638"
"Winger","678650","-0.712176","-0.251724","0.164193","-0.279419","-0.52813","0.411995","0.256926","0.599235"
"Yeah Yeah Yeahs","681154","-2.16351","-1.2142","0.427783","-0.358031","-0.260281","0.216224","0.0360425","0.367598"
"Yolanda Adams","690718","0.541691","-1.20142","0.20364","0.421041","-0.356231","1.63444","0.337148","0.806847"
"The Youngbloods","692251","1.49177","1.18841","-0.184725","-0.727216","0.33839","-0.506469","-0.717679","0.0240217"
"Paul Revere & the Raiders","750456","-0.922445","0.891048","1.34866","-0.207896","-1.40489","-0.0370872","0.346708","0.388547"
"Trivium","750895","-2.58054","-2.16787","-0.774272","0.963209","-0.96993","0.304082","1.24296","-1.08783"
"Steve Lacy","753004","-0.959426","0.45286","-0.398463","0.0627787","-0.473609","0.814183","0.134426","0.316121"
"Paul Williams","753254","1.35656","-0.643185","0.0455459","-0.552068","-1.22743","1.0318","0.140786","0.150978"
"Sigur RÃ³s","753868","2.14083","-3.83665","-0.867706","-0.787434","0.744693","-0.372751","-0.408261","0.835756"
"Big & Rich","762821","-2.30271","-0.243354","0.791544","-0.514018","1.2199","-0.507634","-0.873631","-0.0888035"
"Big Audio Dynamite","763237","-0.565976","1.19085","-0.198504","0.361554","1.01618","-0.947283","-0.264234","0.942779"
"Jack Jones","778363","2.08333","-0.032783","0.849988","-1.32052","-0.214294","0.603757","-1.00477","-0.823232"
"Cat Power","803009","1.26823","0.327476","-0.631655","-0.479618","0.203299","1.45417","-0.565443","-0.257536"
"Charlie Daniels","806247","-0.579107","1.32055","0.657999","-0.287754","0.873906","-1.1787","-0.702873","0.313195"
"Joe Nichols","807869","-1.6181","-0.253556","0.381915","-0.70027","0.868118","0.197845","-0.743393","-0.20507"
"Ryan Adams","808336","0.681104","-0.185679","-0.471355","-0.689447","-0.222943","1.18908","-0.314871","-0.202969"
"Juice Newton","837946","0.212179","0.225306","-0.103395","-0.885973","-0.706645","0.294146","-0.129441","-0.0319581"
"Savage Garden","838327","-1.54585","0.361644","-0.57219","-0.777357","1.46186","-0.424647","-0.814969","0.0956059"
"Nightwish","868628","-1.58354","-1.72465","-1.11424","0.400834","0.348643","0.0123786","0.421413","-1.41268"
"The Romantics","895074","-2.41515","1.04526","0.187572","-0.661987","-1.37178","-0.767693","0.53617","0.578729"
"The Vandals","920994","-1.69265","-0.202555","0.661615","-0.798261","0.0785318","0.0682375","-0.454588","0.00643037"
"Gerry Rafferty","945196","0.919689","-0.0825028","-0.387109","-0.404514","1.48062","-0.123875","-0.864648","0.24365"
"Gin Blossoms","947563","-1.90669","-0.0334776","-0.188443","-0.903742","-0.575956","-0.234063","0.149137","0.355026"
"Marcos Valle","954817","0.674466","1.29767","-1.05461","0.798723","-0.310563","-0.695014","0.249389","-1.77141"
"Louis and Bebe Barron","1352264","6.48809","-0.919358","1.05005","-0.522977","-0.259509","-1.08913","-1.52294","-0.582008"
"Elevation Worship","1944458","-1.29568","-3.18908","0.892748","0.370241","-0.477994","1.59321","0.642753","0.916345"
"Grimes","2290007","-1.0867","-0.767188","-0.862032","-0.376205","-0.537692","0.304375","0.301811","0.534449"
"The Piano Guys","2895189","2.51661","-2.09474","-1.09713","-0.812556","-0.55776","-0.104308","-0.248647","0.272916"
"Steve Lacy","3420473","-0.959426","0.45286","-0.398463","0.0627787","-0.473609","0.814183","0.134426","0.316121"
"Jim Morrison","31022","2.11393","0.516742","1.42981","1.07692","-0.931864","1.51568","-0.468862","-0.430671"
"Silverstein","48061","-1.65522","-1.21572","0.298169","-0.976969","0.343944","0.445951","-0.524578","-0.170562"
"Gary Moore","50034","0.4166","-2.13152","-0.958929","0.241014","-1.34311","-0.400177","0.789286","-1.7238"
"Bobby Caldwell","61045","1.50834","1.06171","-0.763448","0.241308","0.0789408","0.831335","-0.0453732","0.694484"
"Avant","62412","-1.24734","0.538987","-0.572338","-0.0682052","-0.179419","0.655112","0.104732","0.393454"
"The Pussycat Dolls","101072","-2.35471","0.146337","-1.03461","1.26529","0.040801","0.10327","0.590721","-1.54279"
"Barrington Levy","138063","-1.31898","0.761046","-0.969124","2.44778","-0.374401","0.57207","0.89071","-1.14351"
"Fred Hammond","148305","-0.651006","-1.28906","1.84085","0.65732","1.443","-0.445471","-0.746047","0.52312"
"Marvin Hamlisch","167399","1.76708","0.579796","0.875572","0.315995","-1.64804","-0.545863","0.0385982","0.191459"
"Eddie Vedder","175025","-0.103063","0.189399","-0.258897","-1.08806","-0.0101193","0.882823","-0.688829","-0.576341"
"Les Baxter","249175","3.70654","-0.801577","-0.0453767","-0.959986","-0.829502","-0.5372","-0.527548","0.0751259"
"Dinah Shore","260007","2.87231","0.479176","1.57624","-0.0190191","-0.958467","0.780995","-0.36423","-0.119044"
"Mario","274637","-1.20561","0.524256","-0.0791222","0.264138","1.89772","0.286031","-1.02236","0.0783141"
"Rosanne Cash","285272","0.139431","1.71165","-0.206724","0.213567","-0.777825","0.39061","0.291114","0.62093"
"Lorrie Morgan","286115","0.0820447","1.16598","-0.221219","-0.57827","-0.648063","0.134775","-0.0911448","0.0490985"
"Jerry Butler","329468","0.776261","0.746837","-0.114196","0.815036","-1.64819","0.163536","0.829847","-1.70216"
"Rick Astley","354722","-0.319995","1.46543","-0.235729","-0.291899","1.31766","-0.567814","-0.771732","0.390382"
"Omarion","468938","-1.806","1.00269","-0.158758","0.485278","0.346881","0.28002","-0.130918","0.443867"
"Bryan Ferry","524050","-0.798783","0.5894","-0.254436","-0.11337","0.85413","-1.01275","-0.352323","0.746015"
"George Clinton","533117","-1.02213","0.6545","0.410925","2.2202","0.822301","-0.513549","0.411468","1.87399"
"Mandy Patinkin","672269","3.16022","-0.291101","0.263618","-0.186604","-0.522904","0.985625","-0.340049","0.056078"
"Herb Alpert","674332","0.310823","-0.0826163","-1.7585","1.51225","0.19138","-1.70439","0.817185","-0.389463"
"StÃ©phane Grappelli","749504","2.85042","1.51888","0.979757","0.848356","-1.40318","-1.32592","-0.219684","0.169633"
"Kenny Dorham","768027","2.83434","-0.869346","-1.42903","1.67387","0.0354672","-1.72661","0.837128","-0.1455"
"Robert Cray","830425","-0.800304","1.57345","-1.31756","1.19741","0.0407639","-1.08451","0.637158","-1.09111"
"Nightmares on Wax","869417","0.60387","-0.633833","-2.09336","2.01808","-0.207888","-0.501785","1.1534","-0.314085"
"Red Garland","882950","3.9166","-0.342164","-0.82155","0.353759","1.45438","-0.949231","-0.703318","1.12874"
"Brett Young","1580437","-1.09176","0.206532","-1.32522","-0.393848","-0.118804","2.15944","0.107299","0.240609"
"Nick Jonas","2515882","-1.81909","-0.295","-0.274509","0.178938","-0.442555","2.06905","0.227127","0.268968"
"Cole Swindell","2795282","-1.92697","-0.517517","-0.519743","-0.606185","-0.697878","1.87923","0.30448","0.216718"
"Flume","2995948","-1.23621","-0.917728","-1.21308","1.01947","-0.0448706","1.10086","0.419508","-1.85505"
"P.O.D.","441","-1.89891","-0.642127","-0.30763","-0.0686821","-0.0188105","1.56218","0.219097","0.755135"
"Pam Tillis","1433","-0.748093","0.578722","-0.462994","-0.563062","-0.730555","0.792167","0.177968","0.338217"
"Senses Fail","8570","-2.33777","-1.34172","1.35081","-0.801942","0.413838","-0.216587","-0.834564","-0.448712"
"Stan Rogers","13377","0.296911","1.00537","1.94326","1.48772","-0.426608","0.269798","-0.228084","0.283465"
"Patti Austin","17929","0.704461","0.309566","-0.568438","0.0177659","-0.31996","1.41682","0.100904","0.507195"
"Ambrosia","19133","-0.992902","0.155084","-0.387779","-0.119157","-0.856627","0.336255","0.586604","0.933994"
"Temple of the Dog","22875","-0.595258","-1.32901","-0.151651","-0.651757","-0.273713","0.352284","0.0809257","0.558924"
"Shirley Caesar","32071","0.729337","-0.43478","1.53575","1.31475","-0.809618","0.869731","0.360615","0.867143"
"Pearl Bailey","38100","2.27417","1.77868","1.24636","0.0203484","-1.34821","0.507733","-0.252198","-0.195416"
"Surface","39828","0.489927","0.987254","-0.787434","-0.0555549","0.473607","0.471803","-0.273226","0.468093"
"Sin Bandera","50581","-0.0261587","0.207524","-0.849881","-0.396956","-0.361862","1.58807","-0.154732","-0.21842"
"The Champs","58616","1.84169","1.7534","-0.192872","-0.707527","-1.40184","-2.52638","-0.117878","0.389205"
"The Chemical Brothers","67631","-1.43976","-1.26299","-0.291673","-0.0447399","1.16299","-0.883791","-0.326038","0.974571"
"Iris DeMent","82742","0.814092","1.23773","-0.00417321","-0.858679","0.891289","-0.179761","-1.20711","-0.644723"
"The Knack","87179","-1.383","0.890625","0.178451","-1.49986","-0.317789","-1.78592","-0.482873","-0.119309"
"Idris Muhammad","90389","-0.209886","-0.466947","-2.06888","1.59254","-0.644309","-1.57046","1.46232","0.0255964"
"Chico Buarque","95613","0.124995","1.04252","-0.576169","0.850298","0.200733","0.0289462","0.0198483","-1.86596"
